b,ccnum,ccty,loa,k,Nind,cty_lab,region_lab,area_lab,ind_lab,misind_lab,measure_lab,agec2_lab,hship_lab,ciint_lab,survey,year,data_source,w_region,subg,nosubnat,measure,cty_2,,,,,,,,,,,,,,,,,,,,,
216,,BTN,region,66%,33,Bhutan,Dagana,,,,Sample size,,,,GNH Survey 2083,2015,CBS,South Asia,13,,N,BT,,,,,,,,,,,,,,,,,,,,,
131,,BTN,region,66%,33,Bhutan,Gasa,,,,Sample size,,,,GNH Survey 2084,2015,CBS,South Asia,14,,N,BT,,,,,,,,,,,,,,,,,,,,,
267,,BTN,region,66%,33,Bhutan,Haa,,,,Sample size,,,,GNH Survey 2085,2015,CBS,South Asia,15,,N,BT,,,,,,,,,,,,,,,,,,,,,
245,,BTN,region,66%,33,Bhutan,Lhuntse,,,,Sample size,,,,GNH Survey 2086,2015,CBS,South Asia,16,,N,BT,,,,,,,,,,,,,,,,,,,,,
387,,BTN,region,66%,33,Bhutan,Mongar,,,,Sample size,,,,GNH Survey 2087,2015,CBS,South Asia,17,,N,BT,,,,,,,,,,,,,,,,,,,,,
348,,BTN,region,66%,33,Bhutan,Paro,,,,Sample size,,,,GNH Survey 2088,2015,CBS,South Asia,18,,N,BT,,,,,,,,,,,,,,,,,,,,,
246,,BTN,region,66%,33,Bhutan,Pema Gatshel,,,,Sample size,,,,GNH Survey 2089,2015,CBS,South Asia,19,,N,BT,,,,,,,,,,,,,,,,,,,,,
231,,BTN,region,66%,33,Bhutan,Punakha,,,,Sample size,,,,GNH Survey 2090,2015,CBS,South Asia,20,,N,BT,,,,,,,,,,,,,,,,,,,,,
284,,BTN,region,66%,33,Bhutan,Samdrup Jongkhar,,,,Sample size,,,,GNH Survey 2091,2015,CBS,South Asia,21,,N,BT,,,,,,,,,,,,,,,,,,,,,
558,,BTN,region,66%,33,Bhutan,Samtse,,,,Sample size,,,,GNH Survey 2092,2015,CBS,South Asia,22,,N,BT,,,,,,,,,,,,,,,,,,,,,
392,,BTN,region,66%,33,Bhutan,Sarpang,,,,Sample size,,,,GNH Survey 2093,2015,CBS,South Asia,23,,N,BT,,,,,,,,,,,,,,,,,,,,,
983,,BTN,region,66%,33,Bhutan,Thimphu,,,,Sample size,,,,GNH Survey 2094,2015,CBS,South Asia,24,,N,BT,,,,,,,,,,,,,,,,,,,,,
436,,BTN,region,66%,33,Bhutan,Tashigang,,,,Sample size,,,,GNH Survey 2095,2015,CBS,South Asia,25,,N,BT,,,,,,,,,,,,,,,,,,,,,
261,,BTN,region,66%,33,Bhutan,Tashi Yangtse,,,,Sample size,,,,GNH Survey 2096,2015,CBS,South Asia,26,,N,BT,,,,,,,,,,,,,,,,,,,,,
265,,BTN,region,66%,33,Bhutan,Trongsa,,,,Sample size,,,,GNH Survey 2097,2015,CBS,South Asia,27,,N,BT,,,,,,,,,,,,,,,,,,,,,
291,,BTN,region,66%,33,Bhutan,Tsirang,,,,Sample size,,,,GNH Survey 2098,2015,CBS,South Asia,28,,N,BT,,,,,,,,,,,,,,,,,,,,,
305,,BTN,region,66%,33,Bhutan,Wangdue Phodrang,,,,Sample size,,,,GNH Survey 2099,2015,CBS,South Asia,29,,N,BT,,,,,,,,,,,,,,,,,,,,,
245,,BTN,region,66%,33,Bhutan,Zhemgang,,,,Sample size,,,,GNH Survey 2100,2015,CBS,South Asia,30,,N,BT,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0472,,BTN,region,66%,33,Bhutan,Bumthang,,,,Severe Poor (Unhappy),,,,GNH Survey 2081,2015,CBS,South Asia,11,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.0834,,BTN,region,66%,33,Bhutan,Chukha,,,,Severe Poor (Unhappy),,,,GNH Survey 2082,2015,CBS,South Asia,12,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.1379,,BTN,region,66%,33,Bhutan,Dagana,,,,Severe Poor (Unhappy),,,,GNH Survey 2083,2015,CBS,South Asia,13,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.0319,,BTN,region,66%,33,Bhutan,Gasa,,,,Severe Poor (Unhappy),,,,GNH Survey 2084,2015,CBS,South Asia,14,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.0523,,BTN,region,66%,33,Bhutan,Haa,,,,Severe Poor (Unhappy),,,,GNH Survey 2085,2015,CBS,South Asia,15,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.0645,,BTN,region,66%,33,Bhutan,Lhuntse,,,,Severe Poor (Unhappy),,,,GNH Survey 2086,2015,CBS,South Asia,16,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.0937,,BTN,region,66%,33,Bhutan,Mongar,,,,Severe Poor (Unhappy),,,,GNH Survey 2087,2015,CBS,South Asia,17,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.0546,,BTN,region,66%,33,Bhutan,Paro,,,,Severe Poor (Unhappy),,,,GNH Survey 2088,2015,CBS,South Asia,18,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.0653,,BTN,region,66%,33,Bhutan,Pema Gatshel,,,,Severe Poor (Unhappy),,,,GNH Survey 2089,2015,CBS,South Asia,19,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.0886,,BTN,region,66%,33,Bhutan,Punakha,,,,Severe Poor (Unhappy),,,,GNH Survey 2090,2015,CBS,South Asia,20,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.1054,,BTN,region,66%,33,Bhutan,Samdrup Jongkhar,,,,Severe Poor (Unhappy),,,,GNH Survey 2091,2015,CBS,South Asia,21,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.1072,,BTN,region,66%,33,Bhutan,Samtse,,,,Severe Poor (Unhappy),,,,GNH Survey 2092,2015,CBS,South Asia,22,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.0976,,BTN,region,66%,33,Bhutan,Sarpang,,,,Severe Poor (Unhappy),,,,GNH Survey 2093,2015,CBS,South Asia,23,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.0548,,BTN,region,66%,33,Bhutan,Thimphu,,,,Severe Poor (Unhappy),,,,GNH Survey 2094,2015,CBS,South Asia,24,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.1117,,BTN,region,66%,33,Bhutan,Tashigang,,,,Severe Poor (Unhappy),,,,GNH Survey 2095,2015,CBS,South Asia,25,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.125,,BTN,region,66%,33,Bhutan,Tashi Yangtse,,,,Severe Poor (Unhappy),,,,GNH Survey 2096,2015,CBS,South Asia,26,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.1678,,BTN,region,66%,33,Bhutan,Trongsa,,,,Severe Poor (Unhappy),,,,GNH Survey 2097,2015,CBS,South Asia,27,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.0788,,BTN,region,66%,33,Bhutan,Tsirang,,,,Severe Poor (Unhappy),,,,GNH Survey 2098,2015,CBS,South Asia,28,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.1015,,BTN,region,66%,33,Bhutan,Wangdue Phodrang,,,,Severe Poor (Unhappy),,,,GNH Survey 2099,2015,CBS,South Asia,29,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.0885,,BTN,region,66%,33,Bhutan,Zhemgang,,,,Severe Poor (Unhappy),,,,GNH Survey 2100,2015,CBS,South Asia,30,,sev,BT,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1352,,BTN,region,66%,33,Bhutan,Bumthang,,,,Severe Poor (Deeply Happy),,,,GNH Survey 2081,2015,CBS,South Asia,11,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.075,,BTN,region,66%,33,Bhutan,Chukha,,,,Severe Poor (Deeply Happy),,,,GNH Survey 2082,2015,CBS,South Asia,12,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.0562,,BTN,region,66%,33,Bhutan,Dagana,,,,Severe Poor (Deeply Happy),,,,GNH Survey 2083,2015,CBS,South Asia,13,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.1913,,BTN,region,66%,33,Bhutan,Gasa,,,,Severe Poor (Deeply Happy),,,,GNH Survey 2084,2015,CBS,South Asia,14,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.0917,,BTN,region,66%,33,Bhutan,Haa,,,,Severe Poor (Deeply Happy),,,,GNH Survey 2085,2015,CBS,South Asia,15,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.0963,,BTN,region,66%,33,Bhutan,Lhuntse,,,,Severe Poor (Deeply Happy),,,,GNH Survey 2086,2015,CBS,South Asia,16,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.0492,,BTN,region,66%,33,Bhutan,Mongar,,,,Severe Poor (Deeply Happy),,,,GNH Survey 2087,2015,CBS,South Asia,17,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.1266,,BTN,region,66%,33,Bhutan,Paro,,,,Severe Poor (Deeply Happy),,,,GNH Survey 2088,2015,CBS,South Asia,18,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.109,,BTN,region,66%,33,Bhutan,Pema Gatshel,,,,Severe Poor (Deeply Happy),,,,GNH Survey 2089,2015,CBS,South Asia,19,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.0842,,BTN,region,66%,33,Bhutan,Punakha,,,,Severe Poor (Deeply Happy),,,,GNH Survey 2090,2015,CBS,South Asia,20,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.0675,,BTN,region,66%,33,Bhutan,Samdrup Jongkhar,,,,Severe Poor (Deeply Happy),,,,GNH Survey 2091,2015,CBS,South Asia,21,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.0931,,BTN,region,66%,33,Bhutan,Samtse,,,,Severe Poor (Deeply Happy),,,,GNH Survey 2092,2015,CBS,South Asia,22,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.0562,,BTN,region,66%,33,Bhutan,Sarpang,,,,Severe Poor (Deeply Happy),,,,GNH Survey 2093,2015,CBS,South Asia,23,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.0983,,BTN,region,66%,33,Bhutan,Thimphu,,,,Severe Poor (Deeply Happy),,,,GNH Survey 2094,2015,CBS,South Asia,24,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.0756,,BTN,region,66%,33,Bhutan,Tashigang,,,,Severe Poor (Deeply Happy),,,,GNH Survey 2095,2015,CBS,South Asia,25,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.0525,,BTN,region,66%,33,Bhutan,Tashi Yangtse,,,,Severe Poor (Deeply Happy),,,,GNH Survey 2096,2015,CBS,South Asia,26,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.0613,,BTN,region,66%,33,Bhutan,Trongsa,,,,Severe Poor (Deeply Happy),,,,GNH Survey 2097,2015,CBS,South Asia,27,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.1378,,BTN,region,66%,33,Bhutan,Tsirang,,,,Severe Poor (Deeply Happy),,,,GNH Survey 2098,2015,CBS,South Asia,28,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.0679,,BTN,region,66%,33,Bhutan,Wangdue Phodrang,,,,Severe Poor (Deeply Happy),,,,GNH Survey 2099,2015,CBS,South Asia,29,,sev,BT,,,,,,,,,,,,,,,,,,,,,
0.0675,,BTN,region,66%,33,Bhutan,Zhemgang,,,,Severe Poor (Deeply Happy),,,,GNH Survey 2100,2015,CBS,South Asia,30,,sev,BT,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1645769,,BTN,region,66%,33,Bhutan,Bumthang,,Life satisfaction,,Uncensored headcount ratio (dep),,,,GNH Survey 2081,2015,CBS,South Asia,11,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.2470545,,BTN,region,66%,33,Bhutan,Chukha,,Life satisfaction,,Uncensored headcount ratio (dep),,,,GNH Survey 2082,2015,CBS,South Asia,12,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.1923499,,BTN,region,66%,33,Bhutan,Dagana,,Life satisfaction,,Uncensored headcount ratio (dep),,,,GNH Survey 2083,2015,CBS,South Asia,13,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.1098321,,BTN,region,66%,33,Bhutan,Gasa,,Life satisfaction,,Uncensored headcount ratio (dep),,,,GNH Survey 2084,2015,CBS,South Asia,14,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.1325947,,BTN,region,66%,33,Bhutan,Haa,,Life satisfaction,,Uncensored headcount ratio (dep),,,,GNH Survey 2085,2015,CBS,South Asia,15,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.1504144,,BTN,region,66%,33,Bhutan,Lhuntse,,Life satisfaction,,Uncensored headcount ratio (dep),,,,GNH Survey 2086,2015,CBS,South Asia,16,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.1584925,,BTN,region,66%,33,Bhutan,Mongar,,Life satisfaction,,Uncensored headcount ratio (dep),,,,GNH Survey 2087,2015,CBS,South Asia,17,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.1464511,,BTN,region,66%,33,Bhutan,Paro,,Life satisfaction,,Uncensored headcount ratio (dep),,,,GNH Survey 2088,2015,CBS,South Asia,18,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.1906747,,BTN,region,66%,33,Bhutan,Pema Gatshel,,Life satisfaction,,Uncensored headcount ratio (dep),,,,GNH Survey 2089,2015,CBS,South Asia,19,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.1897774,,BTN,region,66%,33,Bhutan,Punakha,,Life satisfaction,,Uncensored headcount ratio (dep),,,,GNH Survey 2090,2015,CBS,South Asia,20,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.1985613,,BTN,region,66%,33,Bhutan,Samdrup Jongkhar,,Life satisfaction,,Uncensored headcount ratio (dep),,,,GNH Survey 2091,2015,CBS,South Asia,21,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.2387784,,BTN,region,66%,33,Bhutan,Samtse,,Life satisfaction,,Uncensored headcount ratio (dep),,,,GNH Survey 2092,2015,CBS,South Asia,22,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.2299936,,BTN,region,66%,33,Bhutan,Sarpang,,Life satisfaction,,Uncensored headcount ratio (dep),,,,GNH Survey 2093,2015,CBS,South Asia,23,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.1376426,,BTN,region,66%,33,Bhutan,Thimphu,,Life satisfaction,,Uncensored headcount ratio (dep),,,,GNH Survey 2094,2015,CBS,South Asia,24,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.171036,,BTN,region,66%,33,Bhutan,Tashigang,,Life satisfaction,,Uncensored headcount ratio (dep),,,,GNH Survey 2095,2015,CBS,South Asia,25,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.2529382,,BTN,region,66%,33,Bhutan,Tashi Yangtse,,Life satisfaction,,Uncensored headcount ratio (dep),,,,GNH Survey 2096,2015,CBS,South Asia,26,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.2347917,,BTN,region,66%,33,Bhutan,Trongsa,,Life satisfaction,,Uncensored headcount ratio (dep),,,,GNH Survey 2097,2015,CBS,South Asia,27,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.1236073,,BTN,region,66%,33,Bhutan,Tsirang,,Life satisfaction,,Uncensored headcount ratio (dep),,,,GNH Survey 2098,2015,CBS,South Asia,28,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.1333352,,BTN,region,66%,33,Bhutan,Wangdue Phodrang,,Life satisfaction,,Uncensored headcount ratio (dep),,,,GNH Survey 2099,2015,CBS,South Asia,29,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.3130202,,BTN,region,66%,33,Bhutan,Zhemgang,,Life satisfaction,,Uncensored headcount ratio (dep),,,,GNH Survey 2100,2015,CBS,South Asia,30,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.3502287,,BTN,region,66%,33,Bhutan,Bumthang,,Positive emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2081,2015,CBS,South Asia,11,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.4933725,,BTN,region,66%,33,Bhutan,Chukha,,Positive emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2082,2015,CBS,South Asia,12,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.440564,,BTN,region,66%,33,Bhutan,Dagana,,Positive emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2083,2015,CBS,South Asia,13,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.4960151,,BTN,region,66%,33,Bhutan,Gasa,,Positive emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2084,2015,CBS,South Asia,14,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.4038575,,BTN,region,66%,33,Bhutan,Haa,,Positive emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2085,2015,CBS,South Asia,15,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.6115056,,BTN,region,66%,33,Bhutan,Lhuntse,,Positive emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2086,2015,CBS,South Asia,16,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.412195,,BTN,region,66%,33,Bhutan,Mongar,,Positive emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2087,2015,CBS,South Asia,17,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.3651422,,BTN,region,66%,33,Bhutan,Paro,,Positive emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2088,2015,CBS,South Asia,18,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.6343553,,BTN,region,66%,33,Bhutan,Pema Gatshel,,Positive emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2089,2015,CBS,South Asia,19,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.5329477,,BTN,region,66%,33,Bhutan,Punakha,,Positive emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2090,2015,CBS,South Asia,20,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.5560377,,BTN,region,66%,33,Bhutan,Samdrup Jongkhar,,Positive emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2091,2015,CBS,South Asia,21,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.6153761,,BTN,region,66%,33,Bhutan,Samtse,,Positive emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2092,2015,CBS,South Asia,22,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.4411267,,BTN,region,66%,33,Bhutan,Sarpang,,Positive emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2093,2015,CBS,South Asia,23,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.4356425,,BTN,region,66%,33,Bhutan,Thimphu,,Positive emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2094,2015,CBS,South Asia,24,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.5603952,,BTN,region,66%,33,Bhutan,Tashigang,,Positive emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2095,2015,CBS,South Asia,25,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.4710504,,BTN,region,66%,33,Bhutan,Tashi Yangtse,,Positive emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2096,2015,CBS,South Asia,26,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.4209143,,BTN,region,66%,33,Bhutan,Trongsa,,Positive emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2097,2015,CBS,South Asia,27,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.360911,,BTN,region,66%,33,Bhutan,Tsirang,,Positive emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2098,2015,CBS,South Asia,28,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.5891234,,BTN,region,66%,33,Bhutan,Wangdue Phodrang,,Positive emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2099,2015,CBS,South Asia,29,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.4682615,,BTN,region,66%,33,Bhutan,Zhemgang,,Positive emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2100,2015,CBS,South Asia,30,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.4243792,,BTN,region,66%,33,Bhutan,Bumthang,,Negative emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2081,2015,CBS,South Asia,11,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.4987669,,BTN,region,66%,33,Bhutan,Chukha,,Negative emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2082,2015,CBS,South Asia,12,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.466106,,BTN,region,66%,33,Bhutan,Dagana,,Negative emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2083,2015,CBS,South Asia,13,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.1975207,,BTN,region,66%,33,Bhutan,Gasa,,Negative emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2084,2015,CBS,South Asia,14,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.4035201,,BTN,region,66%,33,Bhutan,Haa,,Negative emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2085,2015,CBS,South Asia,15,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.4259806,,BTN,region,66%,33,Bhutan,Lhuntse,,Negative emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2086,2015,CBS,South Asia,16,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.6356984,,BTN,region,66%,33,Bhutan,Mongar,,Negative emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2087,2015,CBS,South Asia,17,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.4741098,,BTN,region,66%,33,Bhutan,Paro,,Negative emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2088,2015,CBS,South Asia,18,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.4304929,,BTN,region,66%,33,Bhutan,Pema Gatshel,,Negative emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2089,2015,CBS,South Asia,19,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.3527666,,BTN,region,66%,33,Bhutan,Punakha,,Negative emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2090,2015,CBS,South Asia,20,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.3641981,,BTN,region,66%,33,Bhutan,Samdrup Jongkhar,,Negative emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2091,2015,CBS,South Asia,21,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.4073281,,BTN,region,66%,33,Bhutan,Samtse,,Negative emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2092,2015,CBS,South Asia,22,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.5033402,,BTN,region,66%,33,Bhutan,Sarpang,,Negative emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2093,2015,CBS,South Asia,23,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.4771835,,BTN,region,66%,33,Bhutan,Thimphu,,Negative emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2094,2015,CBS,South Asia,24,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.3454016,,BTN,region,66%,33,Bhutan,Tashigang,,Negative emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2095,2015,CBS,South Asia,25,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.6938018,,BTN,region,66%,33,Bhutan,Tashi Yangtse,,Negative emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2096,2015,CBS,South Asia,26,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.4760672,,BTN,region,66%,33,Bhutan,Trongsa,,Negative emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2097,2015,CBS,South Asia,27,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.4165997,,BTN,region,66%,33,Bhutan,Tsirang,,Negative emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2098,2015,CBS,South Asia,28,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.3911119,,BTN,region,66%,33,Bhutan,Wangdue Phodrang,,Negative emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2099,2015,CBS,South Asia,29,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.5426226,,BTN,region,66%,33,Bhutan,Zhemgang,,Negative emotions,,Uncensored headcount ratio (dep),,,,GNH Survey 2100,2015,CBS,South Asia,30,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.4486399,,BTN,region,66%,33,Bhutan,Bumthang,,Spirituality,,Uncensored headcount ratio (dep),,,,GNH Survey 2081,2015,CBS,South Asia,11,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.6686381,,BTN,region,66%,33,Bhutan,Chukha,,Spirituality,,Uncensored headcount ratio (dep),,,,GNH Survey 2082,2015,CBS,South Asia,12,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.5892142,,BTN,region,66%,33,Bhutan,Dagana,,Spirituality,,Uncensored headcount ratio (dep),,,,GNH Survey 2083,2015,CBS,South Asia,13,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.5509302,,BTN,region,66%,33,Bhutan,Gasa,,Spirituality,,Uncensored headcount ratio (dep),,,,GNH Survey 2084,2015,CBS,South Asia,14,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.5335096,,BTN,region,66%,33,Bhutan,Haa,,Spirituality,,Uncensored headcount ratio (dep),,,,GNH Survey 2085,2015,CBS,South Asia,15,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.5971546,,BTN,region,66%,33,Bhutan,Lhuntse,,Spirituality,,Uncensored headcount ratio (dep),,,,GNH Survey 2086,2015,CBS,South Asia,16,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.6018473,,BTN,region,66%,33,Bhutan,Mongar,,Spirituality,,Uncensored headcount ratio (dep),,,,GNH Survey 2087,2015,CBS,South Asia,17,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.4370987,,BTN,region,66%,33,Bhutan,Paro,,Spirituality,,Uncensored headcount ratio (dep),,,,GNH Survey 2088,2015,CBS,South Asia,18,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.5451609,,BTN,region,66%,33,Bhutan,Pema Gatshel,,Spirituality,,Uncensored headcount ratio (dep),,,,GNH Survey 2089,2015,CBS,South Asia,19,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.6374328,,BTN,region,66%,33,Bhutan,Punakha,,Spirituality,,Uncensored headcount ratio (dep),,,,GNH Survey 2090,2015,CBS,South Asia,20,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.6243632,,BTN,region,66%,33,Bhutan,Samdrup Jongkhar,,Spirituality,,Uncensored headcount ratio (dep),,,,GNH Survey 2091,2015,CBS,South Asia,21,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.666859,,BTN,region,66%,33,Bhutan,Samtse,,Spirituality,,Uncensored headcount ratio (dep),,,,GNH Survey 2092,2015,CBS,South Asia,22,,hd,BT,,,,,,,,,,,,,,,,,,,,,
0.5212101,,BTN,region,66%,33,Bhutan,Sarpang,,Spirituality,,Uncensored headcount ratio (dep),,,,GNH Survey 2093,2015,CBS,South Asia,23,,hd,BT,,,,,,,,,,,,,,,,,,,,,
